Date,Ticker,Open,High,Low,Close,Volume
2021-10-01,STCKD,221.56,222.07,220.68,221.83,929201
2021-10-04,STCKD,227.63,229.25,225.52,227.72,1076795
2021-10-05,STCKD,227.5,229.0,226.26,227.8,337315
2021-10-06,STCKD,228.25,230.87,227.29,229.68,2402711
2021-10-07,STCKD,229.24,232.19,227.93,230.77,3063748
2021-10-08,STCKD,225.5,227.17,224.95,226.47,1774931
2021-10-11,STCKD,222.45,224.34,221.61,223.35,1230282
2021-10-12,STCKD,225.19,225.96,222.66,224.45,183565
2021-10-13,STCKD,229.46,231.57,229.06,230.69,636854
2021-10-14,STCKD,227.28,229.55,224.03,225.95,1720772
2021-10-15,STCKD,223.68,226.82,223.32,224.58,2210845
2021-10-18,STCKD,223.6,223.86,222.99,223.74,4847876
2021-10-19,STCKD,224.09,226.28,221.43,223.38,4119086
2021-10-20,STCKD,220.82,222.86,219.12,221.44,1663295
2021-10-21,STCKD,219.65,220.95,218.66,218.71,4719380
2021-10-22,STCKD,222.11,223.66,218.62,219.47,3061496
2021-10-25,STCKD,215.67,216.69,214.8,215.85,1474377
2021-10-26,STCKD,207.73,208.36,206.36,207.59,2300328
2021-10-27,STCKD,204.7,206.9,202.81,205.22,3267809
2021-10-28,STCKD,203.45,204.58,200.92,202.84,3449535
2021-10-29,STCKD,204.54,204.55,201.4,202.98,1244906
2021-11-01,STCKD,207.43,209.52,206.28,207.81,1371556
2021-11-02,STCKD,205.61,206.71,201.82,203.53,1239056
2021-11-03,STCKD,201.77,202.3,200.57,201.5,4684510
2021-11-04,STCKD,200.57,201.5,198.19,200.12,3256924
2021-11-05,STCKD,194.61,196.71,194.15,195.25,3972874
2021-11-08,STCKD,197.42,197.73,195.39,196.89,834692
2021-11-09,STCKD,196.53,197.7,194.03,195.08,4258913
2021-11-10,STCKD,191.54,193.2,190.27,192.05,1155954
2021-11-11,STCKD,195.22,195.78,193.66,194.77,4472878
2021-11-12,STCKD,196.78,197.24,195.71,196.16,1995389
2021-11-15,STCKD,197.74,198.76,195.81,197.81,1071651
2021-11-16,STCKD,198.65,199.03,197.65,197.74,4361845
2021-11-17,STCKD,191.85,193.41,190.76,192.78,4079305
2021-11-18,STCKD,195.2,197.1,194.11,195.8,3890436
2021-11-19,STCKD,196.11,198.05,195.59,197.14,3564500
2021-11-22,STCKD,201.27,203.21,199.31,199.97,3215648
2021-11-23,STCKD,199.23,200.3,198.08,199.65,3136300
2021-11-24,STCKD,199.75,201.74,198.53,199.99,3842984
2021-11-25,STCKD,200.88,201.84,199.62,201.2,2858665
2021-11-26,STCKD,201.6,202.55,199.92,201.58,805813
2021-11-29,STCKD,201.43,203.54,201.37,201.68,4274534
2021-11-30,STCKD,205.44,205.84,202.97,203.16,3670965
2021-12-01,STCKD,202.29,204.38,201.47,202.71,950865
2021-12-02,STCKD,197.55,198.1,197.05,197.53,1745596
2021-12-03,STCKD,198.62,201.32,197.62,199.33,361743
2021-12-06,STCKD,201.91,203.12,201.34,201.54,4964884
2021-12-07,STCKD,198.56,200.0,198.24,198.8,4928582
2021-12-08,STCKD,197.38,199.89,195.93,199.41,657471
2021-12-09,STCKD,204.11,204.99,202.79,204.43,678988
2021-12-10,STCKD,204.02,205.44,203.09,204.33,965276
2021-12-13,STCKD,203.82,206.71,201.93,204.7,2445804
2021-12-14,STCKD,206.67,207.72,205.22,207.3,742273
2021-12-15,STCKD,205.98,207.3,205.31,205.96,2458033
2021-12-16,STCKD,209.21,209.85,206.47,207.12,328541
2021-12-17,STCKD,206.61,206.76,204.62,205.86,3672349
2021-12-20,STCKD,205.78,208.99,204.0,206.94,3975324
2021-12-21,STCKD,208.39,209.94,204.99,206.87,3112755
2021-12-22,STCKD,206.86,208.94,204.82,207.2,2786538
2021-12-23,STCKD,202.37,204.49,200.88,204.0,4047591
2021-12-24,STCKD,201.34,202.51,199.6,200.01,762301
2021-12-27,STCKD,199.86,200.44,198.35,199.61,2609119
2021-12-28,STCKD,198.84,200.28,197.82,198.59,2427766
2021-12-29,STCKD,202.56,204.17,201.35,201.84,3151137
2021-12-30,STCKD,204.25,204.53,200.97,202.98,973094
2021-12-31,STCKD,201.15,201.63,200.83,201.29,3170628
2022-01-03,STCKD,201.14,202.87,199.36,199.82,4624138
2022-01-04,STCKD,203.05,205.29,201.87,204.23,2664769
2022-01-05,STCKD,206.06,208.29,206.03,206.26,645197
2022-01-06,STCKD,205.53,206.31,204.19,206.29,4899267
2022-01-07,STCKD,206.24,207.38,204.85,205.59,3775064
2022-01-10,STCKD,210.09,211.52,207.48,209.14,141130
2022-01-11,STCKD,211.18,215.82,211.01,213.69,4585709
2022-01-12,STCKD,213.18,213.52,210.93,212.66,2226490
2022-01-13,STCKD,211.72,215.21,210.11,213.12,3138356
2022-01-14,STCKD,214.82,215.55,214.14,214.51,1074716
2022-01-17,STCKD,215.98,217.97,215.1,216.39,3863073
2022-01-18,STCKD,219.9,221.87,217.79,220.33,2989126
2022-01-19,STCKD,214.66,215.41,212.95,214.58,3943405
2022-01-20,STCKD,211.77,212.47,209.95,211.1,2857541
2022-01-21,STCKD,212.15,213.41,210.47,212.64,2580629
2022-01-24,STCKD,215.6,217.08,214.21,215.19,2000043
2022-01-25,STCKD,214.96,216.82,214.59,215.64,368511
2022-01-26,STCKD,213.76,215.7,213.06,213.79,1555709
2022-01-27,STCKD,215.92,217.62,215.33,215.34,1198377
2022-01-28,STCKD,212.35,212.46,211.27,211.92,471016
2022-01-31,STCKD,213.29,215.17,209.48,211.36,486286
2022-02-01,STCKD,214.35,217.67,214.34,216.25,1978910
2022-02-02,STCKD,220.96,221.5,217.39,217.77,4614777
2022-02-03,STCKD,213.23,213.9,210.47,212.34,2157792
2022-02-04,STCKD,215.65,216.83,214.42,215.61,4951295
2022-02-07,STCKD,218.36,220.17,216.82,217.6,4761265
2022-02-08,STCKD,219.97,220.04,215.29,216.87,2905652
2022-02-09,STCKD,222.26,224.12,221.53,222.1,1259399
2022-02-10,STCKD,226.02,228.1,224.82,227.17,3142934
2022-02-11,STCKD,231.64,232.83,231.08,231.26,1903881
2022-02-14,STCKD,233.68,235.78,232.38,234.38,3480341
2022-02-15,STCKD,227.69,228.17,226.46,227.68,3305571
2022-02-16,STCKD,225.8,226.72,224.34,225.34,3057767
2022-02-17,STCKD,230.61,232.18,228.92,232.07,3324064
2022-02-18,STCKD,236.71,239.84,234.52,238.7,3172490
2022-02-21,STCKD,236.92,239.32,235.39,238.52,3133771
2022-02-22,STCKD,238.78,240.34,237.85,237.99,4290235
2022-02-23,STCKD,226.71,228.18,225.82,227.36,1775728
2022-02-24,STCKD,222.02,222.98,220.83,222.7,4339363
2022-02-25,STCKD,222.96,224.76,220.8,223.34,2425201
2022-02-28,STCKD,223.04,224.68,221.86,222.15,4888723
2022-03-01,STCKD,221.76,223.54,219.94,221.49,2753987
2022-03-02,STCKD,211.23,213.32,209.15,212.79,886839
2022-03-03,STCKD,213.59,213.79,211.68,213.2,4445091
2022-03-04,STCKD,213.74,215.89,213.42,214.58,1137595
2022-03-07,STCKD,222.57,223.97,220.67,222.02,4043433
2022-03-08,STCKD,220.52,222.71,219.86,221.63,3867514
2022-03-09,STCKD,215.27,217.31,214.52,216.75,1396606
2022-03-10,STCKD,219.33,219.81,218.66,219.3,3582257
2022-03-11,STCKD,226.59,226.97,225.75,226.28,4597117
2022-03-14,STCKD,229.24,230.84,227.35,227.99,939039
2022-03-15,STCKD,223.85,224.18,223.36,223.93,4115417
2022-03-16,STCKD,225.93,228.17,225.09,226.8,1017052
2022-03-17,STCKD,228.28,229.84,225.35,227.58,2215066
2022-03-18,STCKD,226.52,226.79,225.94,226.73,1697676
2022-03-21,STCKD,228.38,229.89,225.24,227.23,977759
2022-03-22,STCKD,233.34,235.39,231.92,233.31,2663467
2022-03-23,STCKD,242.29,243.02,239.78,240.73,1424786
2022-03-24,STCKD,239.71,241.6,237.37,240.57,4731455
2022-03-25,STCKD,245.24,246.09,242.91,244.22,989369
2022-03-28,STCKD,243.61,245.84,242.12,242.13,3995894
2022-03-29,STCKD,236.0,236.62,233.3,234.64,1800960
2022-03-30,STCKD,238.06,239.96,236.77,236.9,887457
2022-03-31,STCKD,226.33,228.08,224.39,227.29,763125
2022-04-01,STCKD,224.71,228.7,223.62,226.45,3834101
2022-04-04,STCKD,224.38,224.65,222.49,223.75,1968705
2022-04-05,STCKD,227.12,228.01,226.06,226.41,1587467
2022-04-06,STCKD,221.4,223.05,220.28,221.15,4745867
2022-04-07,STCKD,220.74,221.42,219.68,220.0,2472072
2022-04-08,STCKD,216.12,217.73,213.83,215.7,4667981
2022-04-11,STCKD,218.16,220.27,216.67,218.05,2042799
2022-04-12,STCKD,216.34,218.41,214.15,215.22,4145243
2022-04-13,STCKD,217.41,218.34,215.64,218.04,4289870
2022-04-14,STCKD,215.18,216.32,212.25,213.11,1875510
2022-04-15,STCKD,218.56,220.82,218.04,219.87,2995727
2022-04-18,STCKD,217.18,217.25,216.37,216.81,3348904
2022-04-19,STCKD,213.89,215.25,212.14,214.07,3772019
2022-04-20,STCKD,215.59,216.18,214.37,215.85,2452054
2022-04-21,STCKD,217.25,219.56,216.55,217.71,2543719
2022-04-22,STCKD,216.8,218.95,215.47,217.58,1497831
2022-04-25,STCKD,212.13,212.61,211.19,212.57,4427253
2022-04-26,STCKD,206.83,207.48,205.73,207.38,1596130
2022-04-27,STCKD,206.47,208.38,206.14,206.74,2764509
2022-04-28,STCKD,206.23,208.1,206.09,207.03,435841
2022-04-29,STCKD,206.46,208.44,204.45,205.68,4151869
2022-05-02,STCKD,205.99,207.4,205.34,205.99,3985436
2022-05-03,STCKD,205.92,208.62,204.01,206.72,2957627
2022-05-04,STCKD,208.84,210.97,208.71,209.18,4461660
2022-05-05,STCKD,211.7,212.58,209.6,211.17,1658911
2022-05-06,STCKD,208.18,211.12,206.12,209.35,1581458
2022-05-09,STCKD,211.64,214.47,210.21,212.56,145035
2022-05-10,STCKD,217.29,218.61,216.3,217.35,1370283
2022-05-11,STCKD,219.48,221.25,218.63,219.81,740313
2022-05-12,STCKD,217.1,221.74,215.39,219.87,808756
2022-05-13,STCKD,213.81,214.58,212.16,213.62,2054906
2022-05-16,STCKD,214.99,217.41,214.87,215.45,1883396
2022-05-17,STCKD,216.47,218.2,214.52,215.88,4685101
2022-05-18,STCKD,217.08,219.26,215.71,218.16,655560
2022-05-19,STCKD,219.71,222.71,219.5,220.61,2312388
2022-05-20,STCKD,228.78,229.87,225.84,226.79,932288
2022-05-23,STCKD,219.85,222.19,219.78,221.58,4765038
2022-05-24,STCKD,216.8,219.98,214.82,217.94,1582572
2022-05-25,STCKD,220.4,220.65,219.15,219.39,1995463
2022-05-26,STCKD,216.69,219.42,214.61,218.68,3995571
2022-05-27,STCKD,220.59,220.88,218.29,219.71,2170661
2022-05-30,STCKD,218.89,222.31,218.48,220.3,1781108
2022-05-31,STCKD,222.97,224.53,220.79,221.63,3192898
2022-06-01,STCKD,220.36,221.38,218.19,220.79,2240169
2022-06-02,STCKD,222.3,222.67,218.6,220.49,353204
2022-06-03,STCKD,223.06,224.74,222.62,223.62,346361
2022-06-06,STCKD,225.13,226.58,224.66,225.29,4723150
2022-06-07,STCKD,223.26,225.98,223.24,223.94,1288406
2022-06-08,STCKD,225.92,227.43,223.15,223.55,2851817
2022-06-09,STCKD,220.47,223.77,219.45,222.53,2394171
2022-06-10,STCKD,215.83,217.51,214.18,216.13,1329183
2022-06-13,STCKD,218.28,220.9,216.93,219.41,165163
2022-06-14,STCKD,218.65,220.22,217.57,218.42,4446852
2022-06-15,STCKD,215.93,218.02,214.51,217.18,1485952
2022-06-16,STCKD,215.71,217.26,214.48,214.62,905134
2022-06-17,STCKD,210.0,210.02,208.55,209.52,418554
2022-06-20,STCKD,204.62,205.13,202.73,204.56,1389187
2022-06-21,STCKD,206.78,209.79,206.04,207.83,1945062
2022-06-22,STCKD,209.78,212.0,209.65,211.07,4810474
2022-06-23,STCKD,213.85,215.32,210.36,211.52,4463225
2022-06-24,STCKD,211.84,214.21,211.31,212.62,3092505
2022-06-27,STCKD,212.81,214.26,211.29,212.25,2698625
2022-06-28,STCKD,219.6,223.17,218.38,221.31,3975927
2022-06-29,STCKD,223.08,224.98,221.52,224.61,776731
2022-06-30,STCKD,225.2,227.51,224.1,226.65,1852872
2022-07-01,STCKD,221.47,222.33,219.58,220.84,1968526
2022-07-04,STCKD,217.68,219.52,214.94,216.53,3324752
2022-07-05,STCKD,217.24,219.21,215.51,217.98,3966810
2022-07-06,STCKD,212.35,212.98,210.19,212.0,989268
2022-07-07,STCKD,208.5,211.4,208.26,209.65,3059113
2022-07-08,STCKD,211.07,211.91,208.17,208.64,194498
2022-07-11,STCKD,215.58,217.71,215.47,215.76,2408129
2022-07-12,STCKD,214.95,216.23,213.36,214.75,4150785
2022-07-13,STCKD,212.57,213.89,211.51,212.48,2838719
2022-07-14,STCKD,213.75,214.21,211.27,212.83,1769756
2022-07-15,STCKD,212.18,213.81,211.96,213.14,429899
2022-07-18,STCKD,216.55,217.25,213.62,214.62,2093251
2022-07-19,STCKD,214.88,216.86,213.16,216.08,2020698
2022-07-20,STCKD,211.51,213.87,210.08,212.38,1274336
2022-07-21,STCKD,208.65,210.24,208.0,208.78,4767984
2022-07-22,STCKD,200.85,202.77,200.64,200.73,416298
2022-07-25,STCKD,202.88,203.85,200.93,202.22,2648185
2022-07-26,STCKD,206.32,208.95,206.02,207.98,3434895
2022-07-27,STCKD,211.57,213.44,210.86,211.39,3826555
2022-07-28,STCKD,219.34,219.85,215.4,216.42,2481938
2022-07-29,STCKD,215.71,217.51,214.4,217.35,686253
2022-08-01,STCKD,227.66,228.99,224.45,226.37,3016482
2022-08-02,STCKD,223.0,223.42,222.4,223.08,715798
2022-08-03,STCKD,224.43,226.65,222.54,226.09,4193301
2022-08-04,STCKD,229.37,229.51,227.49,228.71,1117341
2022-08-05,STCKD,228.06,229.71,226.62,228.06,3124894
2022-08-08,STCKD,227.65,229.88,226.15,226.5,4715652
2022-08-09,STCKD,227.7,228.58,224.55,226.08,1099259
2022-08-10,STCKD,229.99,232.83,228.67,230.6,1765114
2022-08-11,STCKD,230.92,232.2,230.62,231.32,3368969
2022-08-12,STCKD,239.2,241.02,237.67,238.91,1563824
2022-08-15,STCKD,234.25,236.01,232.72,233.76,3998481
2022-08-16,STCKD,236.84,239.6,235.87,237.46,1409949
2022-08-17,STCKD,247.08,249.4,243.98,246.26,1448385
2022-08-18,STCKD,247.03,249.17,244.63,247.17,2762250
2022-08-19,STCKD,256.93,257.47,255.42,256.83,501539
2022-08-22,STCKD,258.54,258.88,255.75,257.81,1021063
2022-08-23,STCKD,257.42,259.93,255.22,258.08,4819081
2022-08-24,STCKD,259.93,260.01,255.38,256.72,3113991
2022-08-25,STCKD,260.42,262.27,258.31,260.05,4060806
2022-08-26,STCKD,265.27,267.03,263.16,263.63,2695293
2022-08-29,STCKD,262.7,263.0,260.68,261.48,847237
2022-08-30,STCKD,257.96,260.63,257.55,258.22,3033393
2022-08-31,STCKD,252.88,254.48,251.94,254.47,2348171
2022-09-01,STCKD,252.7,253.23,251.22,253.17,3845384
2022-09-02,STCKD,252.32,256.3,251.91,254.85,2055103
2022-09-05,STCKD,253.68,254.92,252.58,254.03,4835430
2022-09-06,STCKD,259.05,260.09,254.6,256.5,4969663
2022-09-07,STCKD,254.86,257.03,253.65,256.12,1422909
2022-09-08,STCKD,262.28,264.51,260.53,261.24,3513692
2022-09-09,STCKD,257.74,258.12,256.47,257.39,319225
2022-09-12,STCKD,254.38,256.89,254.04,255.43,1712136
2022-09-13,STCKD,257.86,259.96,256.0,256.99,2584383
2022-09-14,STCKD,260.41,261.98,258.64,260.84,317504
2022-09-15,STCKD,261.48,261.86,258.62,260.96,2618489
2022-09-16,STCKD,265.48,266.19,261.25,262.19,3588129
2022-09-19,STCKD,268.4,271.95,267.99,270.81,2636918
2022-09-20,STCKD,271.21,273.24,270.25,271.17,4057271
2022-09-21,STCKD,275.37,278.12,273.39,273.74,1546356
2022-09-22,STCKD,265.05,265.87,263.11,264.93,4288713
2022-09-23,STCKD,261.43,264.69,260.0,262.95,3474660
2022-09-26,STCKD,267.92,268.95,264.65,266.0,3396694
2022-09-27,STCKD,266.01,266.12,262.94,263.46,4625645
2022-09-28,STCKD,267.21,269.07,265.44,268.28,503203
2022-09-29,STCKD,267.72,272.42,265.71,271.21,2700888
2022-09-30,STCKD,269.58,270.25,268.31,268.98,1526275
2022-10-03,STCKD,272.65,274.27,271.46,274.24,1559566
2022-10-04,STCKD,276.92,278.83,274.07,275.21,556428
2022-10-05,STCKD,275.3,278.05,270.96,273.17,1307778
2022-10-06,STCKD,274.75,276.15,271.5,274.08,1598916
2022-10-07,STCKD,283.84,284.12,280.45,281.86,3214608
2022-10-10,STCKD,283.9,284.2,280.92,283.17,922723
2022-10-11,STCKD,280.79,282.8,278.28,278.98,725317
2022-10-12,STCKD,278.56,281.17,275.09,277.42,3883037
2022-10-13,STCKD,275.9,277.05,272.2,273.13,1027698
2022-10-14,STCKD,272.62,274.37,271.63,273.54,1420827
2022-10-17,STCKD,267.5,267.8,265.13,267.4,232912
2022-10-18,STCKD,274.66,278.92,273.84,276.92,1801107
2022-10-19,STCKD,280.82,282.29,276.51,278.31,702124
2022-10-20,STCKD,269.46,272.87,267.0,272.37,1829109
2022-10-21,STCKD,279.12,282.06,278.31,280.68,3204452
2022-10-24,STCKD,276.75,279.77,276.33,277.37,3768652
2022-10-25,STCKD,270.37,273.32,269.81,272.33,116317
2022-10-26,STCKD,277.39,279.43,275.03,277.58,4295568
2022-10-27,STCKD,273.91,278.84,273.11,276.14,3794394
2022-10-28,STCKD,276.32,279.01,274.95,276.75,1802745
2022-10-31,STCKD,279.2,280.85,277.73,278.24,3132862
2022-11-01,STCKD,275.79,277.25,274.14,275.01,1365591
2022-11-02,STCKD,273.05,274.81,270.68,273.48,292738
2022-11-03,STCKD,275.14,276.7,271.59,273.41,4127592
2022-11-04,STCKD,269.74,270.64,267.76,270.34,3453129
2022-11-07,STCKD,280.19,281.57,277.36,278.55,1685476
2022-11-08,STCKD,285.85,288.38,284.35,287.31,2213873
2022-11-09,STCKD,301.98,303.97,301.26,303.88,3480294
2022-11-10,STCKD,301.91,304.31,300.44,302.48,2737546
2022-11-11,STCKD,306.4,310.54,306.13,308.57,419992
2022-11-14,STCKD,306.57,307.47,303.93,306.5,1253303
2022-11-15,STCKD,294.25,296.01,291.63,295.13,2961273
2022-11-16,STCKD,302.49,304.11,301.93,302.71,3125689
2022-11-17,STCKD,303.19,303.22,301.16,303.03,1207892
2022-11-18,STCKD,302.57,303.76,300.98,301.85,1690830
2022-11-21,STCKD,307.37,307.95,304.53,307.67,3323349
2022-11-22,STCKD,299.21,299.86,298.32,298.6,4394191
2022-11-23,STCKD,290.45,293.21,289.07,292.84,2440809
2022-11-24,STCKD,299.11,299.51,295.29,297.79,2393033
2022-11-25,STCKD,290.54,292.5,290.11,291.16,4205081
2022-11-28,STCKD,293.78,294.64,292.06,292.94,3623562
2022-11-29,STCKD,290.78,290.88,287.78,289.25,3374324
2022-11-30,STCKD,285.36,287.15,281.22,283.92,356340
2022-12-01,STCKD,277.89,280.45,277.2,277.8,4424999
2022-12-02,STCKD,274.18,275.07,273.0,273.92,2081083
2022-12-05,STCKD,271.61,272.47,270.29,271.94,744388
2022-12-06,STCKD,273.78,274.39,272.33,274.19,2778615
2022-12-07,STCKD,270.72,270.75,269.91,270.31,346360
2022-12-08,STCKD,269.57,270.15,266.3,268.93,1860051
2022-12-09,STCKD,275.33,277.19,275.22,276.37,235793
2022-12-12,STCKD,275.93,278.83,273.42,276.41,4852180
2022-12-13,STCKD,285.55,287.71,283.33,285.05,172114
2022-12-14,STCKD,287.35,289.77,286.27,288.39,1052491
2022-12-15,STCKD,288.55,292.54,286.38,289.77,3558864
2022-12-16,STCKD,285.79,287.86,284.43,287.09,126828
2022-12-19,STCKD,293.82,294.04,293.24,293.98,4120382
2022-12-20,STCKD,296.86,297.65,295.22,295.41,522340
2022-12-21,STCKD,303.49,305.29,300.45,302.03,4995113
2022-12-22,STCKD,296.42,299.8,294.7,298.98,1037385
2022-12-23,STCKD,291.31,293.31,288.43,291.82,2841198
2022-12-26,STCKD,292.8,293.91,290.06,290.99,158391
2022-12-27,STCKD,285.74,288.63,285.15,286.47,797602
2022-12-28,STCKD,287.47,290.05,284.64,286.27,771495
2022-12-29,STCKD,290.06,292.97,290.04,291.5,2245773
2022-12-30,STCKD,297.39,297.79,293.29,295.8,4454003
2023-01-02,STCKD,306.56,307.82,302.22,305.17,3807523
2023-01-03,STCKD,300.15,300.53,298.34,300.04,4885328
2023-01-04,STCKD,293.96,296.14,292.3,292.71,3333183
2023-01-05,STCKD,301.97,303.61,301.93,302.25,361123
2023-01-06,STCKD,302.19,304.65,300.84,301.92,1161534
2023-01-09,STCKD,311.75,315.88,310.3,313.37,3671527
2023-01-10,STCKD,322.33,323.79,317.5,320.19,3102199
2023-01-11,STCKD,310.58,314.89,307.82,313.94,2770498
2023-01-12,STCKD,315.16,315.74,314.58,315.74,3411157
2023-01-13,STCKD,319.53,321.07,316.4,318.29,943779
2023-01-16,STCKD,314.1,316.12,309.56,312.12,2383814
2023-01-17,STCKD,304.59,305.2,300.05,303.0,3314789
2023-01-18,STCKD,311.21,311.32,309.06,310.58,1622978
2023-01-19,STCKD,302.55,306.28,302.29,304.14,380098
2023-01-20,STCKD,310.26,311.08,304.72,307.09,563422
2023-01-23,STCKD,301.02,302.47,299.5,301.08,942024
2023-01-24,STCKD,290.18,295.34,288.7,292.84,4190289
2023-01-25,STCKD,294.93,296.76,292.73,294.83,1726794
2023-01-26,STCKD,293.24,293.51,291.12,293.38,314869
2023-01-27,STCKD,300.14,301.51,296.2,298.08,4669659
2023-01-30,STCKD,292.26,293.85,289.83,291.92,1052294
2023-01-31,STCKD,296.3,298.89,293.49,297.17,1829783
2023-02-01,STCKD,297.2,300.48,295.97,299.16,522626
2023-02-02,STCKD,302.43,304.47,299.42,301.43,156143
2023-02-03,STCKD,294.85,297.53,293.52,293.73,2195498
2023-02-06,STCKD,298.84,299.61,297.14,299.28,4604666
2023-02-07,STCKD,305.16,305.74,303.74,304.76,4716392
2023-02-08,STCKD,311.85,313.13,310.51,312.29,2195347
2023-02-09,STCKD,304.54,306.55,304.52,305.99,3072353
2023-02-10,STCKD,306.75,309.22,306.03,306.83,3018884
2023-02-13,STCKD,299.89,301.42,295.79,298.04,857380
2023-02-14,STCKD,292.33,295.78,291.11,293.75,4763542
2023-02-15,STCKD,294.78,296.65,292.4,294.5,3035883
2023-02-16,STCKD,295.03,297.63,292.69,296.38,3608883
2023-02-17,STCKD,292.44,294.39,289.73,290.25,3180776
2023-02-20,STCKD,296.67,298.99,294.49,298.48,3455109
2023-02-21,STCKD,314.8,314.82,311.35,311.61,4735434
2023-02-22,STCKD,313.05,315.66,311.16,314.99,3176576
2023-02-23,STCKD,315.19,318.5,313.92,316.67,855269
2023-02-24,STCKD,317.85,321.16,317.11,319.06,2618675
2023-02-27,STCKD,315.56,317.59,312.18,315.08,2597063
2023-02-28,STCKD,329.61,331.01,323.14,325.6,2772061
2023-03-01,STCKD,325.58,328.67,325.36,327.9,3641729
2023-03-02,STCKD,327.68,329.5,326.24,328.85,1498276
2023-03-03,STCKD,331.85,333.71,328.09,329.23,3177721
2023-03-06,STCKD,314.99,316.23,312.32,315.14,1185883
2023-03-07,STCKD,315.26,316.23,313.81,315.33,4635688
2023-03-08,STCKD,317.31,319.1,317.17,318.34,4012652
2023-03-09,STCKD,329.65,329.85,326.97,328.75,914294
2023-03-10,STCKD,326.27,327.98,323.79,324.06,2669719
2023-03-13,STCKD,322.44,325.51,320.07,324.93,1501224
2023-03-14,STCKD,326.18,327.9,323.09,324.57,1649292
2023-03-15,STCKD,324.01,326.44,321.8,324.0,4775656
2023-03-16,STCKD,326.51,326.89,323.38,324.19,3475390
2023-03-17,STCKD,318.56,319.05,317.59,318.36,2290621
2023-03-20,STCKD,317.89,320.36,315.56,316.66,4854514
2023-03-21,STCKD,320.61,321.26,316.3,318.66,4300905
2023-03-22,STCKD,322.85,326.07,320.93,323.48,1532940
2023-03-23,STCKD,323.17,325.09,319.46,322.67,4625429
2023-03-24,STCKD,324.32,326.87,320.77,323.47,3759803
2023-03-27,STCKD,322.27,323.39,320.21,322.76,2006030
2023-03-28,STCKD,323.06,324.53,319.74,322.86,737303
2023-03-29,STCKD,319.64,324.0,318.98,322.91,4899830
2023-03-30,STCKD,322.96,326.89,319.74,323.66,3316114
2023-03-31,STCKD,332.52,335.82,328.84,331.68,4861106
2023-04-03,STCKD,335.52,337.98,334.16,336.37,838547
2023-04-04,STCKD,339.34,342.31,337.55,340.47,3809305
2023-04-05,STCKD,346.33,353.61,344.47,350.11,1410479
2023-04-06,STCKD,347.0,348.62,344.98,346.56,2815268
2023-04-07,STCKD,345.19,347.56,342.36,344.22,2732612
2023-04-10,STCKD,334.99,338.53,334.71,336.96,2627602
2023-04-11,STCKD,339.07,343.68,335.95,340.77,786217
2023-04-12,STCKD,334.58,337.75,333.02,337.63,4833001
2023-04-13,STCKD,343.93,344.74,341.52,342.41,3509839
2023-04-14,STCKD,347.92,351.09,346.64,349.93,4146886
2023-04-17,STCKD,361.15,362.94,360.54,361.94,2223392
2023-04-18,STCKD,358.78,361.09,356.06,359.4,2276277
2023-04-19,STCKD,353.87,359.03,352.13,356.38,103881
2023-04-20,STCKD,356.32,356.95,351.48,352.23,2530158
2023-04-21,STCKD,350.76,352.85,348.58,351.07,3475844
2023-04-24,STCKD,354.79,359.14,354.23,355.71,3155587
2023-04-25,STCKD,361.98,362.36,360.19,362.01,2408018
2023-04-26,STCKD,365.87,367.95,364.52,365.18,1348613
2023-04-27,STCKD,355.13,361.33,354.01,358.9,1515554
2023-04-28,STCKD,352.29,354.37,351.95,352.27,3680471
2023-05-01,STCKD,363.09,364.0,359.98,362.29,827849
2023-05-02,STCKD,359.44,359.52,355.46,358.72,2068060
2023-05-03,STCKD,344.41,347.58,342.75,344.66,2966683
2023-05-04,STCKD,341.66,342.36,339.99,341.87,469060
2023-05-05,STCKD,342.03,343.27,339.28,342.61,2290092
2023-05-08,STCKD,340.26,343.1,336.17,338.86,187245
2023-05-09,STCKD,334.79,337.33,334.15,334.71,4035810
2023-05-10,STCKD,329.86,331.13,327.6,330.47,1121606
2023-05-11,STCKD,320.96,322.69,319.11,321.97,3838248
2023-05-12,STCKD,320.13,322.91,316.91,318.72,979001
2023-05-15,STCKD,312.52,319.68,311.36,316.75,530241
2023-05-16,STCKD,331.35,331.94,327.14,329.44,4668914
2023-05-17,STCKD,331.87,332.24,329.46,330.8,3465834
2023-05-18,STCKD,339.01,339.31,337.71,339.08,1739255
2023-05-19,STCKD,332.06,334.24,329.2,333.01,425547
2023-05-22,STCKD,338.03,343.22,335.24,340.28,2420098
2023-05-23,STCKD,344.34,345.49,343.41,343.51,4115771
2023-05-24,STCKD,341.27,343.01,339.95,342.11,2365059
2023-05-25,STCKD,330.95,333.12,329.2,332.52,1953049
2023-05-26,STCKD,328.99,330.93,328.56,329.41,2009138
2023-05-29,STCKD,332.5,334.91,330.19,330.93,2671302
2023-05-30,STCKD,324.4,328.36,323.66,328.14,2747619
2023-05-31,STCKD,325.96,328.12,322.7,327.79,1504313
2023-06-01,STCKD,327.54,328.68,326.22,326.51,400955
2023-06-02,STCKD,324.83,324.87,322.47,324.44,1868592
2023-06-05,STCKD,317.32,324.18,317.02,321.16,2870604
2023-06-06,STCKD,318.77,320.97,315.08,315.69,104586
2023-06-07,STCKD,319.22,320.24,318.78,319.53,2564707
